Hardy,Sallebray
"VIEILLE ÉGYPTIENNE | Notre coutume porte où parait du danger | Que chacun chez le chef soudain se doit ranger, | 685 | Près d'obéir selon la charge commandée. | Or, première toujours avertie ou mandée, | Ne te tourmente point, demeure en bon repos. | Sortir pour peu de bruit ne viendrait à propos. |","PRECIEUSE. | J'entens ce que vous voulés dire, | Voyons. |"
"PRÉCIEUSE | Silence, j'ois marcher, ô pitoyable chose ! | 690 | Un blessé dessur deux de nos hommes repose, | Qu'on amène ma mère à refuge vers vous. |","ANDRES. | A ce penser il faut que je soupire, | {p. 55} | 775 | Là, mes superbes* sens furent humiliés, | Et ta grace à danser foula mon cœur aux piés.312 |"
"VIEILLE ÉGYPTIENNE | Tant mieux, de toutes parts le gain me flaire doux. |",PRECIEUSE. | Epargnés ces discours où l’amour vous emporte. |
"I. ÉGYPTIEN | Un voyageur contraint pour la nuit survenue | De prendre droit ici son adresse inconnue, | 695 | A de male fortune éprouvé de nouveau | Que nos chiens ont les dents plus dures que sa peau, | De leurs gueules récous naguère à toute peine, | Si bien qu'à sa prière instante on te l'amène, | Promettant libéral ores récompenser | 700 | Quiconque lui pourra ses blessures panser. |",ANDRES. | Tu devois à peu pres nous parler de la sorte. |
"VIEILLE ÉGYPTIENNE | Prends courage, deus jours suffisent à ta cure. |","PRECIEUSE. | Vous avés leu les miens, que je lise ceux-ci. |"
CLÉMENT | Hélas ! quelles douleurs incroyables j'endure. |,"ANDRES. | 780 | Il est juste, tiens donc, tu peux en rire aussi. |"
"VIEILLE ÉGYPTIENNE | Oui, mais tu ne dis mot quant au principal point, | Que plus que tes douleurs la pauvreté me point. |","PRECIEUSE, lit ce qui suit. | Recit de la belle Egiptienne. | Si je vous semble Egiptienne, | Je n’en ay que l’habit, l’adresse et les cheveux313, | Et quoy que d’un Cesar leur Reine ait eu les vœux, | Sa beauté toutefois fut moindre que la mienne. | 785 | J'attire à moy tous les humains, | Curieux de me voir ainsi que de m’entendre, | {p. 56} | Et pas un ne se peut defendre | Des coups où mes beaux yeux font l’office des mains. | Je donne aux ames la torture, | 790 | Je ne prens que des cœurs, mes larcins sont hardis,314 | Et je fais mieux que je ne dis, | La bonne ou mauvaise avanture. | Mes compagnes et moy d’une adresse subtile | Nous volons en tous lieux, | 795 | Mais de tout nôtre bien je leur quite l’utile, | Et ne profite point que du delicieux. | Comme on void nos larcins estre fort différens, | Nos restitutions ont des effets contraires, | La leur oblige* fort, et moy lorsque je rens, | 800 | Je cause des douleurs ameres, | Et l’on me fait mille prieres | De retenir tousjours ce que je prens. |"
CLÉMENT | 705 | Le guerdon vous rendra de moi plus que contente. |,ANDRES. | Que t’en semble ? |
"VIEILLE ÉGYPTIENNE | Enfants, que sur la paille on le couche en ma tente : | Toi, Précieuse, va de notre onguent quérir | Qui tous maux, appliqué, sur l'heure fait guérir. | Dépêche, ne demeure à sa vue attachée. |","PRECIEUSE. | L'ouvrage est sans doute admirable, | Heureuse315 si le sens en étoit véritable. |"
"PRÉCIEUSE | 710 | Oui, le voilà lui-même, et la cause cachée | La cause qui le meut de me venir trouver, | Ne saurait qu'un dessein frénétique couver. |","ANDRES. | 805 | Je le puis assurer sans faire le flateur. | [H, 57] |"
"CLÉMENT | Ô beau soleil d'amour, je béni l'infortune | Qui me donne ébloui ta rencontre opportune. |","PRECIEUSE. | Si vous craignés encor qu’on découvre l’autheur, | Suivés-moy seulement. |"
"VIEILLE ÉGYPTIENNE | 715 | Demeure coi tandis qu'un murmure de rang | Sur tes plaies redit arrêtera le sang : | Tout succède à plaisir, vite, ma fille, apporte | Ce Nepenthe divin chauffé de bonne sorte, | L'instillant goûte à goûte où désigne mon doigt. | 720 | Voilà qui les douleurs diminuer te doit, | Sens-tu pas du remède un présent efficace ? |",ANDRES. | Sçais-tu qui ce peut estre ? |
"CLÉMENT | Et le somme qui plus commence à prendre place, | Commence à chatouiller mes yeux appesantis, | Les maux sous la douceur qui dévale alentis. |","PRECIEUSE. | Je le vay deguiser316, il se fait trop conestre, | Mais il faut qu’avec moy vous y mettiés la main317. |"
"VIEILLE ÉGYPTIENNE | 725 | Or sus sus dors, repose à ton aise, et présume | Jusqu'aux oreilles être enfoncé dans la plume, | N'oubliant pour dormir après un tel devoir | Que qui fait du plaisir mérite en recevoir. |","ANDRES. | 810 | Elle s’en doute, Amour seconde* son dessein. | Fin du second Acte. |"
"ANDRES | L'humanité vers lui charitable exercée | 730 | Ne m'oblige pas moins qu'à moi-même adressée. | « Jamais certes jamais un bien fut ne se pert » : | Vous tirez du sépulcre un mort en ce désert, | Qui ranimé pourra quelque jour à l'extrême | Se revancher, s'il n'est l'ingratitude même. |","LE POETE, en habit de berger et de nuit. | Au secours, je suis mort, ha ! quelle destinée | M'a fait treuver ces chiens dans leur rage obstinée ? |"
"VIEILLE ÉGYPTIENNE | 735 | Ce jour ne passera plus outre que demain : | Fust-il mon propre père, ou mon propre germain, | Point d'argent, point d'amis, plus de chirurgienne, | Nature au demeurant n'a loi plus ancienne | Que pratiquer chez nous premiers la charité, | 740 | L'épreuve t'apprendra que je dis vérité. | Retirons-nous, Morphée à mon tour me demande. |","L'EGIPTIENà son camarade. | Sans doute nos mâtins318 font quelque bon repas, | Ils cessent d’aboyer, suy moy, doublons le pas. |"
"PRÉCIEUSE | Andres, Andres un mot que la vieille n'entende. |",LE POETE. | 815 | O Dieux ! je n’en puis plus. |
ANDRES | Hélas ! un suffirait que tu diffères tant | Médecin que l'amour après la mort attend. |,"L'EGIPTIEN. | J'entens quelqu’un se plaindre. | {p. 59} | Approche ta lumiere, et garde de l’éteindre. | Ma foy c’est un berger prest à laisser sa peau, | Tu verras que nos chiens sont apres le troupeau. | Es-tu mort ? |"
PRÉCIEUSE | 745 | Devine discoureur la qualité plaisante | De celui qu'un hasard impourvu représente. |,LE POETE. | Je me meurs. |
ANDRES | Tu entends du blessé connu possible ailleurs. |,"L'EGIPTIEN. | Hé ! qui diable t’ameine | 820 | En ces lieux, et de nuit ? |"
PRÉCIEUSE | Peu de traits amoureux se remarquent meilleurs. |,"LE POETE. | Ma fortune* inhumaine, | Mais sans plus discourir, de grace assistés-moy. |"
ANDRES | Obscure que veux-tu me tenir aux altères ? |,"L'EGIPTIEN. | Apres, qui nous payra ? |"
PRÉCIEUSE | 750 | Un martel naît souvent de causes plus légères. |,LE POETE. | Moy-mesme. |
ANDRES | Où m'as-tu reconnu de si jalouse humeur ? |,"L'EGIPTIEN. | As-tu de quoy ? | Je ne fais rien pour rien, songe à quoy tu t’engages. | {p. 60} |"
PRÉCIEUSE | Sache qu'en l'étranger tu vois notre rimeur. |,"LE POETE. | Ouy, tenés, ce ducat* vous servira de gages*. |"
ANDRES | Qui donna le ducat et les stances ensemble ? |,"L'EGIPTIEN. | 825 | Prens courage à present, va, croy moy, ce n’est rien, | Quant tu seras guery tu te porteras bien. | (A part.) | Un ducat* d’un berger ! |"
PRÉCIEUSE | Qui l'extrême folie au repentir assemble. |,"LE POETE. | Amis, qui vous arreste ? |"
ANDRES | 755 | Pourquoi ? |,"L'EGIPTIEN. | Ca, donne-moy tes piés, toy prens-le par la teste, | Une vieille entre nous319 par un magique sort, | 830 | En touchant de l’argent feroit revivre un mort,320 | Nous allons de ce pas te porter dans sa tante, | Pour en estre content, rens-la devant* contente. |"
PRÉCIEUSE | Pour se donner la peine de venir | Nos dogues d'un repas de sa viande fournir. |,LE POETE. | Je n’épargneray rien pour mon soulagement. |
ANDRES | Excusable folie en pareille aventure. |,"LA VIEILLE, à Andres. | Mon fils, où courés-vous ? |"
PRÉCIEUSE | Volontaire accident selon ma conjecture. |,PRECIEUSE. | Arrestés un moment. |
"ANDRES | Volontaire qu'attire un charme de ces yeux | 760 | La gloire de la terre, et la honte des cieux. |","L'EGIPTIEN. | 835 | La voyla, je l’entens, approchés bonne mere, | Voicy de la pratique. |"
"PRÉCIEUSE | Moqueur, attend du moins que Précieuse absente | Le subtil aiguillon de ta langue ne sente. |",ANDRES. | O Dieux quelle misere ! |
ANDRES | Alors qu'amour sous toi ne se rendra vainqueur | Je me confesserai du vice de moqueur. |,LA VIEILLE. | C'est la cause du bruit qui vous faisoit courir. |
"PRÉCIEUSE | 765 | D'une parole à l'autre emportée, et distraite | Tu m'éloignes du tout à la fin de ma traitte. |","PRECIEUSE. | Ma tante dépechons, il faut le secourir. |"
ANDRES | Presser l'occasion du discours commencé | Coupable me rendrait d'un martel insensé. |,"LA VIEILLE. | Hé bien, qu’est-ce qui fait le sujet de tes plaintes ? | {p. 62} |"
PRÉCIEUSE | Désirant conserver notre paix amoureuse | 770 | Je ne le veux plus voir. |,"LE POETE. | 840 | Les dens de vos mâtins sur mes jambes empraintes. | Helas ! si dans le temps qu’ils me faisoient ce mal, | Il ne fut par bon-heur passé quelque animal, | Dessus qui maintenant ils repaissent leur rage, | Ils n’auroient pas encore arresté leur outrage. |"
ANDRES | Sentence rigoureuse ! |,"LA VIEILLE. | 845 | Si je te puis guerir que me donneras-tu ? | L'or est un prompt remede, et de grande vertu, | Le baume le meilleur coule de cette source, | Et pour fermer la playe il fait ouvrir la bource. |"
"PRÉCIEUSE | Toutefois équitable et exemplaire aussi, | À ce qu'en cas pareil tu m'ôtes de souci. |","LE POETE. | Hâtés ma guerison de tout vôtre pouvoir, | 850 | Je vous contenteray par dessus vôtre espoir. |"
"ANDRES | Ma langueur se tiendra lors trop récompensée, | Qu'un petit ver jaloux rongera ta pensée. |","LA VIEILLE. | Enfans, portés-le donc en la plus proche tante, | Ma fille va querir de mon divin Nepante321 | Je gueris avec luy toute sorte de maux, | {p. 63} | Mais il faut sur les tiens murmurer quelques mots, | 855 | Pour arrester le sang qui coule en abondance. |"
"PRÉCIEUSE | 775 | L'épreuve périlleuse également nous nuit, | Et ma sainte amitié de près la tienne suit. |",LE POETE. | Mon mal va jusqu’au cœur. |
ANDRES | De près comme le ciel s'approche de la terre; | Autrement un duel finirait notre guerre. |,"ANDRES. | Amy, prens patience. |"
PRÉCIEUSE | Tu ne te souviens plus de cette paction | 780 | Qui défend les discours non moins que l'action. |,"LA VIEILLE, à Precieuse. | Ne l’as-tu point tantost assés considéré ? | Cours, es-tu revenuë ?322 |"
ANDRES | Hélas ! commande donc à ta beauté trop belle | De ne plus émouvoir le sens qui se rebelle. |,"PRECIEUSE, à part en s’en allant. | Il est trop assuré323, | C'est nôtre Poëte, ô Dieux ! quelle est son entreprise, | 860 | De nuit, et déguisé, je crains quelque surprise. |"
PRÉCIEUSE | Une plainte d'ailleurs se forme contre toi. |,"LE POETE. | Soleil dont la lumiere est si douce à mes yeux, | Tarderas-tu long-temps de parétre en ces lieux ? |"
"ANDRES | Sur quel sujet, mon heur ? |","ANDRES. | Non, il est tantost324 jour. |"
PRÉCIEUSE | D'enfreindre notre loi. |,LE POETE. | Sa divine presence | Peut des maux que je sens charmer la violence. |
ANDRES | 785 | Parle plus clairement. |,"LA VIEILLE, aux Egiptiens. | 865 | Entrés-là, c’en est fait, son sang est arresté. |"
"PRÉCIEUSE | Inutile novice, | Qui scrupuleux ne fais valoir ton exercice. |",ANDRES. | O discours salutaire en cette extremité325. | (Les Egiptiens portent le poëte dans une tante.) |
ANDRES | Nature ne tolère un change si soudain. |,"ANDRES, à Precieuse. | Quoy déjà de retour ? |"
"PRÉCIEUSE | Je lis dedans ton âme, il y a du dédain. |","LA VIEILLE. | (Elle suit les Egiptiens.) | Viste, ma fille apporte.326 |"
"ANDRES | Ma vie, que veux-tu, que veux-tu que je fasse ? | 790 | Assez riche et content du larcin de ta grâce, | Notre espoir gît ailleurs qui ne saurait manquer, | Et que tu ne voudrais en doute révoquer : | Vivre en homme de bien est ma plus belle ruse. | Supplée à ce défaut, et versN les tiens m'excuse, | 795 | Ou me laisse plutôt en secret acheter | Qui l'honneur sauf, me puisse au public acquitter. |",PRECIEUSE. | La charité m’oblige* à courir de la sorte. |
"PRÉCIEUSE | À ta discrétion, pourvu qu'aussi la bourse | Puisée trop souvent ne tarisse sa source. | Or prise de sommeil adieu, séparons-nous, | 800 | Et te souviens qu'il faut hurler avec les loups. |","ANDRES. | Tu dois, s’il est ainsi, faire quelques effors, | 870 | Pour soulager mon ame aussi bien que son corps. |"
,PRECIEUSE. | Si vous n’avés besoin que de ma diligence327... | {p. 66} |
,ANDRES. | Tu pourois sans courir hâter mon alegeance328. |
,"LA VIEILLE sortant de la tante et parlant au Poëte. | Te voylà bien, à Dieu, repose en seureté, | Tandis que j’en vay faire autant de mon côté, | 875 | Si pour ta guerison trop long-temps je someille, | Aprens qu’au son de l’or nôtre soin se réveille. |"
,ANDRES. | Sa mine et son discours me font conestre assés | Que vos soins quelque jour seront recompensés. |
,"LA VIEILLE. | J'entens bien dés demain recevoir mon salaire, | 880 | Fut-il mon propre enfant, fut-il mon propre frere, | {p. 67} | S'il m’avoit fait attendre apres luy plus long-temps, | L'un de l’autre tous deux nous serions mécontens, | Point d’argent, point d’unguent329, dessus cette pensée | Allons nous retirer. |"
,ANDRES. | Qu'elle est intéressée ! |
,"PRECIEUSE. | 885 | Ma tante allés devant, nous vous suivons de prez. |"
,PRECIEUSE. | Les Lauriers d’Apollon sont changez en Cyprez. |
,ANDRES. | Comment ? à ce discours je ne puis rien comprendre330. |
,PRECIEUSE. | Le plaisant331 accident* que je vous vais apprendre ! | {p. 68} |
,ANDRES. | Qu'est-ce donc mon soucy332 ? |
,PRECIEUSE. | Mais me promettés-vous ? |
,"ANDRES. | 890 | Ouy, parle, que veux-tu ? |"
,PRECIEUSE. | De n’estre point jalous. |
,"ANDRES. | Assis entre les Dieux, et parmi l’ambroisie, | Qui pouroit à present troubler ma fantaisie* ? |"
,PRECIEUSE. | Ce mal nous vient souvent d’un soupçon plus leger. | Qui pensés-vous que soit ce malheureux berger ? |
,ANDRES. | 895 | Parle-tu du blessé ? |
,PRECIEUSE. | Je parle de luy-mesme. | {p. 69} |
,ANDRES. | Le connois-tu d’ailleurs ? est-ce quelqu’un qui t’aime ? |
,PRECIEUSE. | N'exciteray-je point une mauvaise humeur ? |
,ANDRES. | Point du tout. |
,PRECIEUSE. | Sçachez donc que c’est nôtre rimeur. |
,"ANDRES. | Quoy, celuy dont tantost nous avons leu des Stances ? |"
,"PRECIEUSE. | 900 | Celuy-là mesme, autheur de ces extravagances*. |"
,ANDRES. | Ha ! certes j’ay pitié de ce pauvre garçon. |
,"PRECIEUSE. | Le sort le persecute en plus d’une façon, | {p. 70} | Ce n’estoit pas assés qu’il eut mal à la teste, | Il falloit que ses piés... |"
